Site,Site Name,HR_age,Compost,Crops,Cover_Crop,Fallow,soil,Soil_Type,Treatment,Location,Upper_Depth,Lower_Depth,Length,sand,silt,clay,silt_clay,BD,pH,per_N,per_C,N_Mg_ha,C_Mg_ha,log_N,log_C,CN_ratio,N_kg_m2,C_kg_m2
4,FBF,10,24,diverse,1,2,Yolo,1,R,3,10,20,10,16,46.5,37.5,84,1.473777239,6.91,0.221424876,2.297606191,3.263309421,33.86159709,0.513658255,1.529707438,10.37645921,0.326330942,3.386159709
4,FBF,10,24,diverse,1,2,Yolo,1,R,3,20,50,30,7.25,50.25,42.5,92.75,1.707269651,6.41,0.134466771,1.237129775,6.887131117,63.36342361,0.838038351,1.801838635,9.200263873,0.688713112,6.336342361
4,FBF,10,24,diverse,1,2,Yolo,1,R,3,50,75,25,11.25,51.5,37.25,88.75,1.503825468,6.54,0.090026783,0.605911294,3.384614211,22.77962088,0.529509174,1.357546492,6.730344868,0.338461421,2.277962088
4,FBF,10,24,diverse,1,2,Yolo,1,R,3,75,100,25,30.5,51,19.5,70.5,1.409741686,6.49,0.077661508,0.453929976,2.737066624,15.99810024,0.437285369,1.204068414,5.844980203,0.273706662,1.599810024
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,1,0,10,10,10,59.5,30.5,90,1.126497993,6.75,0.446615215,4.036673607,5.031111426,45.47304715,0.701663936,1.657754057,9.038370113,0.503111143,4.547304715
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,1,10,20,10,10,62,28,90,1.220816605,6.61,0.153099252,1.490615359,1.869061094,18.19767981,0.271623497,1.260016019,9.736268047,0.186906109,1.819767981
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,1,20,50,30,17.5,60.75,21.75,82.5,1.152816706,6.39,0.091798559,0.978648408,3.174807386,33.846067,0.501717382,1.52950821,10.66082533,0.317480739,3.3846067
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,1,50,75,25,17.5,60.75,21.75,82.5,1.441607959,6.31,0.096471222,0.679530734,3.476842047,24.49042285,0.541184961,1.388996284,7.043869845,0.347684205,2.449042285
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,1,75,100,25,24,55.5,20.5,76,1.338736964,6.29,0.074702168,0.54846946,2.500163826,18.3564085,0.397968467,1.263787714,7.34208227,0.250016383,1.83564085
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,2,0,10,10,11.25,63.25,25.5,88.75,1.126497993,6.61,0.535449936,5.836810155,6.031832777,65.75154923,0.780449293,1.81790599,10.90075797,0.603183278,6.575154923
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,2,10,20,10,12.5,60.75,26.75,87.5,1.220816605,6.55,0.317048193,3.563211654,3.870576989,43.50027953,0.58777571,1.638492048,11.2387067,0.387057699,4.350027953
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,2,20,50,30,17.5,60.75,21.75,82.5,1.152816706,6.35,0.194142913,1.825266943,6.7143358,63.12594673,0.827003058,1.800207905,9.401666615,0.67143358,6.312594673
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,2,50,75,25,17.5,60.75,21.75,82.5,1.441607959,6.38,0.127574813,0.779103956,4.597821657,28.07906159,0.662552122,1.448382589,6.107035827,0.459782166,2.807906159
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,2,75,100,25,21.75,56.75,21.5,78.25,1.338736964,6.39,0.145261356,0.70874546,4.861668673,23.72059366,0.686785358,1.375125554,4.879105354,0.486166867,2.372059366
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,3,0,10,10,15,57,28,85,1.126497993,6.83,0.459678412,4.355484051,5.178268084,49.0644404,0.714184531,1.69076685,9.47506765,0.517826808,4.90644404
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,3,10,20,10,8.75,62,29.25,91.25,1.220816605,6.81,0.211921345,1.657175154,2.587170964,20.23106945,0.412825128,1.306018841,7.819765195,0.258717096,2.023106945
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,3,20,50,30,12.5,64.5,23,87.5,1.152816706,6.35,0.116738177,0.939410285,4.037331604,32.4890361,0.606094421,1.511736827,8.047155717,0.40373316,3.24890361
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,3,50,75,25,17.5,59.5,23,82.5,1.441607959,6.32,0.142318243,0.606291865,5.129177807,21.85087943,0.710047754,1.339468921,4.260113464,0.512917781,2.185087943
5,Say Hay,19,0,tomato,0,0,Yolo,1,H,3,75,100,25,23,60.5,16.5,77,1.338736964,6.3,0.081431817,0.555089175,2.725394577,18.57795994,0.435429387,1.268998022,6.816612941,0.272539458,1.857795994
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,1,0,10,10,10.75,57.25,32,91.25,1.341060021,6.32,0.173928847,1.135554492,2.332490232,15.2284673,0.367819834,1.182656195,6.52884505,0.233249023,1.52284673
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,1,10,20,10,10,59.5,30.5,90,1.56988107,6.38,0.174161093,0.953344637,2.734122032,14.96637699,0.436817894,1.17511668,5.473924284,0.273412203,1.496637699
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,1,20,50,30,15,60.75,24.25,85,1.432037977,6.5,0.098515394,0.7013744,4.232333581,30.13184331,0.62657989,1.4790257,7.119439604,0.423233358,3.013184331
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,1,50,75,25,15,63.25,21.75,85,1.589500795,6.5,0.091411498,0.62175865,3.632466202,24.7071467,0.560201582,1.392822594,6.801755427,0.36324662,2.47071467
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,1,75,100,25,21.75,59.25,19,78.25,1.631947075,6.48,0.071217575,0.478759616,2.905582836,19.53275887,0.463233261,1.290763589,6.722492517,0.290558284,1.953275887
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,2,0,10,10,8.75,62,29.25,91.25,1.341060021,6.56,0.177616789,1.086106841,2.381947749,14.56534463,0.37693223,1.163320765,6.11488839,0.238194775,1.456534463
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,2,10,20,10,10,59.5,30.5,90,1.56988107,6.33,0.176451711,0.980130685,2.770082001,15.38688608,0.442492625,1.187150738,5.554668085,0.2770082,1.538688608
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,2,20,50,30,17.75,62,20.25,82.25,1.432037977,6.34,0.108345877,0.843426261,4.654662328,36.23455307,0.667888181,1.559122909,7.784571795,0.465466233,3.623455307
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,2,50,75,25,16,64,20,84,1.589500795,6.39,0.08130665,0.522343545,3.230924612,20.75663699,0.509326825,1.31715699,6.42436438,0.323092461,2.075663699
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,2,75,100,25,23,60.5,16.5,77,1.631947075,6.45,0.071440076,0.480844201,2.914660576,19.6178072,0.464587987,1.292650462,6.730734742,0.291466058,1.96178072
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,3,0,10,10,10.75,60.75,28.5,91.25,1.341060021,6.58,0.184996017,0.908551459,2.480907626,12.18422038,0.394610594,1.085797746,4.911194698,0.248090763,1.218422038
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,3,10,20,10,11.25,58.25,30.5,88.75,1.56988107,6.34,0.174420635,1.037379594,2.738196533,16.28562586,0.437464616,1.211804453,5.947573763,0.273819653,1.628562586
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,3,20,50,30,10,64.5,25.5,90,1.432037977,6.36,0.101146189,0.724145786,4.345355531,31.11012799,0.638025316,1.492901798,7.159397606,0.434535553,3.111012799
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,3,50,75,25,15.25,63,21.75,84.75,1.589500795,6.38,0.108429868,0.677520331,4.30873403,26.92297762,0.634349687,1.43012309,6.248465891,0.430873403,2.692297762
5,Say Hay,19,0,tomato,0,7,Yolo,1,R,3,75,100,25,21.75,61.75,16.5,78.25,1.631947075,6.39,0.091121149,0.472708054,3.717622302,19.28586317,0.570265265,1.285239081,5.187687613,0.37176223,1.928586317
6,Collins,9,0,tomato,0,0,Yolo,1,H,1,0,10,10,20,55,25,80,1.43052294,6.89,0.28536299,2.672651164,4.082183037,38.23288801,0.610892474,1.582437105,9.365794642,0.408218304,3.823288801
6,Collins,9,0,tomato,0,0,Yolo,1,H,1,10,20,10,18,55.75,26.25,82,1.633689367,6.79,0.188338812,1.348968209,3.07687114,22.0379502,0.488109308,1.343171197,7.162454714,0.307687114,2.20379502
6,Collins,9,0,tomato,0,0,Yolo,1,H,1,20,50,30,22.5,52.5,25,77.5,1.62679595,6.66,0.064064428,0.670566696,3.126592563,32.72625554,0.495071291,1.514896317,10.46706755,0.312659256,3.272625554
6,Collins,9,0,tomato,0,0,Yolo,1,H,1,50,75,25,21.25,55,23.75,78.75,1.447087342,6.69,0.139689288,0.70657527,5.05356502,25.56190323,0.703597858,1.407593186,5.058192212,0.505356502,2.556190323
6,Collins,9,0,tomato,0,0,Yolo,1,H,1,75,100,25,22.5,57.5,20,77.5,1.227432265,6.7,0.134665737,0.823976487,4.132326752,25.28438316,0.616194655,1.402852363,6.118679543,0.413232675,2.528438316
6,Collins,9,0,tomato,0,0,Yolo,1,H,2,0,10,10,22.5,52.5,25,77.5,1.43052294,6.83,0.226096038,1.622739687,3.234355684,23.21366348,0.509787778,1.365743684,7.17721418,0.323435568,2.321366348
6,Collins,9,0,tomato,0,0,Yolo,1,H,2,10,20,10,23.75,53.5,22.75,76.25,1.633689367,6.78,0.181132171,1.023406327,2.959137019,16.71928034,0.471165075,1.22321758,5.65005278,0.295913702,1.671928034
6,Collins,9,0,tomato,0,0,Yolo,1,H,2,20,50,30,17.5,57.5,25,82.5,1.62679595,6.6,0.071308064,0.632061002,3.480110077,30.84702834,0.541592981,1.489213333,8.86380823,0.348011008,3.084702834
6,Collins,9,0,tomato,0,0,Yolo,1,H,2,50,75,25,20,55,25,80,1.447087342,6.59,0.120453577,0.793402522,4.357671159,28.70306865,0.639254454,1.45792833,6.586790881,0.435767116,2.870306865
6,Collins,9,0,tomato,0,0,Yolo,1,H,2,75,100,25,28.75,53,18.25,71.25,1.227432265,6.65,0.142073137,0.721341497,4.359628822,22.1349457,0.639449515,1.345078461,5.077254648,0.435962882,2.21349457
6,Collins,9,0,tomato,0,0,Yolo,1,H,3,0,10,10,24,49,27,76,1.43052294,6.73,0.261945269,2.438072191,3.747187167,34.87718199,0.573705386,1.542541388,9.307563365,0.374718717,3.487718199
6,Collins,9,0,tomato,0,0,Yolo,1,H,3,10,20,10,22,51,27,78,1.633689367,6.77,0.185604782,1.107503824,3.032205591,18.09317221,0.481758644,1.257514717,5.967000479,0.303220559,1.809317221
6,Collins,9,0,tomato,0,0,Yolo,1,H,3,20,50,30,22.5,51.25,26.25,77.5,1.62679595,6.59,0.078067283,0.629762923,3.809986199,30.7348732,0.580923403,1.487631426,8.066925073,0.38099862,3.07348732
6,Collins,9,0,tomato,0,0,Yolo,1,H,3,50,75,25,18.75,56.25,25,81.25,1.447087342,6.69,0.103340606,0.646007697,3.738572074,23.37073904,0.572705758,1.368672446,6.251247423,0.373857207,2.337073904
6,Collins,9,0,tomato,0,0,Yolo,1,H,3,75,100,25,28.75,49.75,21.5,71.25,1.227432265,6.48,0.138349669,0.710826201,4.245371202,21.81227535,0.62791567,1.338700971,5.137895914,0.42453712,2.181227535
6,Collins,9,0,tomato,0,7,Yolo,1,R,1,0,10,10,22.5,50,27.5,77.5,1.220740853,6.67,0.158379802,1.110773355,1.933406945,13.55966413,0.286323274,1.132248932,7.013352345,0.193340695,1.355966413
6,Collins,9,0,tomato,0,7,Yolo,1,R,1,10,20,10,20,52.5,27.5,80,1.375148347,6.61,0.148297596,1.151329435,2.039311938,15.8324877,0.309483662,1.199549159,7.763641947,0.203931194,1.58324877
6,Collins,9,0,tomato,0,7,Yolo,1,R,1,20,50,30,17.5,53.75,28.75,82.5,1.566042977,6.57,0.110153238,0.809832687,5.175141118,38.04698377,0.713922197,1.580320233,7.351873678,0.517514112,3.804698377
6,Collins,9,0,tomato,0,7,Yolo,1,R,1,50,75,25,21.25,56.25,22.5,78.75,1.364341085,6.6,0.116975771,0.645052574,3.989871246,22.00179323,0.600958881,1.342458079,5.514411839,0.398987125,2.200179323
6,Collins,9,0,tomato,0,7,Yolo,1,R,1,75,100,25,25,52,23,75,1.258440017,6.54,0.091350117,0.515436703,2.873966073,16.21615433,0.458481637,1.209947869,5.642430677,0.287396607,1.621615433
6,Collins,9,0,tomato,0,7,Yolo,1,R,2,0,10,10,21.25,51.25,27.5,78.75,1.220740853,6.58,0.119042974,1.262043087,1.453206213,15.40627555,0.162327246,1.187697661,10.60157561,0.145320621,1.540627555
6,Collins,9,0,tomato,0,7,Yolo,1,R,2,10,20,10,22.5,51.25,26.25,77.5,1.375148347,6.53,0.113357412,1.043955587,1.558832573,14.35593801,0.192799472,1.157031574,9.209416235,0.155883257,1.435593801
6,Collins,9,0,tomato,0,7,Yolo,1,R,2,20,50,30,20,55,25,80,1.566042977,6.52,0.112660406,0.737074756,5.292931128,34.62872235,0.723696243,1.539436468,6.542447183,0.529293113,3.462872235
6,Collins,9,0,tomato,0,7,Yolo,1,R,2,50,75,25,20,57.5,22.5,80,1.364341085,6.47,0.135300338,0.760000796,4.614895237,25.92250776,0.664161847,1.413677013,5.617138944,0.461489524,2.592250776
6,Collins,9,0,tomato,0,7,Yolo,1,R,2,75,100,25,23.75,48.75,27.5,76.25,1.258440017,6.46,0.061024071,0.331789265,1.919878339,10.43842222,0.283273709,1.01863486,5.437022757,0.191987834,1.043842222
6,Collins,9,0,tomato,0,7,Yolo,1,R,3,0,10,10,25,45.25,29.75,75,1.220740853,6.65,0.15146691,1.013928524,1.849018453,12.37743972,0.266941245,1.09263082,6.694059594,0.184901845,1.237743972
6,Collins,9,0,tomato,0,7,Yolo,1,R,3,10,20,10,25,47.5,27.5,75,1.375148347,6.58,0.152354416,1.088517526,2.095099237,14.96873077,0.321204599,1.175184977,7.144640458,0.209509924,1.496873077
6,Collins,9,0,tomato,0,7,Yolo,1,R,3,20,50,30,20.5,54.25,26.25,80.5,1.566042977,6.41,0.13832483,0.970993128,6.49867884,45.61850906,0.812825075,1.659141087,7.019658947,0.649867884,4.561850906
6,Collins,9,0,tomato,0,7,Yolo,1,R,3,50,75,25,21,54,25,79,1.364341085,6.37,0.116171117,0.661068749,3.962425699,22.54808137,0.597961132,1.353109593,5.690474239,0.39624257,2.254808137
6,Collins,9,0,tomato,0,7,Yolo,1,R,3,75,100,25,27.5,51.25,21.25,72.5,1.258440017,6.34,0.10325325,0.557531116,3.248450547,17.54048667,0.51167626,1.244041639,5.399647129,0.324845055,1.754048667
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,1,0,10,10,25,41.25,33.75,75,1.218847057,6.35,0.176465189,2.013521927,2.150840757,24.54175276,0.332608257,1.389905577,11.41030673,0.215084076,2.454175276
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,1,10,20,10,22.5,43.75,33.75,77.5,1.342221549,6.28,0.134009853,1.455115659,1.798709131,19.53087594,0.254960939,1.290721721,10.85827364,0.179870913,1.953087594
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,1,20,50,30,29,37,34,71,1.437065121,6.53,0.09064204,1.005628203,3.907755448,43.35459648,0.591927377,1.637035148,11.09450094,0.390775545,4.335459648
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,1,50,75,25,22.5,41.25,36.25,77.5,1.376688635,6.54,0.099679685,1.214322497,3.430697238,41.79359951,0.535382393,1.621109777,12.18224652,0.343069724,4.179359951
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,1,75,100,25,30,40.75,29.25,70,1.498472338,6.52,0.089641238,0.971039767,3.358122899,36.37690573,0.526096586,1.560825755,10.83251174,0.33581229,3.637690573
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,2,0,10,10,25,42.5,32.5,75,1.218847057,6.8,0.194490145,2.239552256,2.370537407,27.29671676,0.374846813,1.436110413,11.51499094,0.237053741,2.729671676
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,2,10,20,10,20,47.5,32.5,80,1.342221549,6.74,0.116512597,1.343666435,1.563857178,18.03498044,0.194197088,1.256115676,11.53237053,0.156385718,1.803498044
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,2,20,50,30,27.75,33.75,38.5,72.25,1.437065121,6.55,0.126709471,1.41787751,5.46269285,61.12746947,0.737406782,1.786236417,11.18998837,0.546269285,6.112746947
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,2,50,75,25,22.5,42.5,35,77.5,1.376688635,6.62,0.089249142,1.040269917,3.071706988,35.80319429,0.487379786,1.553921775,11.65579739,0.307170699,3.580319429
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,2,75,100,25,28.5,44.75,26.75,71.5,1.498472338,6.63,0.089143105,0.927512427,3.339461917,34.74629286,0.523676495,1.540908476,10.40475793,0.333946192,3.474629286
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,3,0,10,10,25,40,35,75,1.218847057,6.66,0.211522397,2.671456043,2.578134507,32.56096336,0.411305572,1.512697246,12.62966043,0.257813451,3.256096336
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,3,10,20,10,23.75,40,36.25,76.25,1.342221549,6.68,0.124919412,1.454602959,1.676695272,19.52399437,0.22445414,1.290568674,11.64433079,0.167669527,1.952399437
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,3,20,50,30,24,39.5,36.5,76,1.437065121,6.57,0.106628144,1.256492679,4.596947608,54.16985411,0.662469554,1.733757666,11.78387459,0.459694761,5.416985411
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,3,50,75,25,26.25,42.5,31.25,73.75,1.376688635,6.6,0.100393482,1.113656826,3.455264126,38.32896738,0.538481251,1.583527119,11.09291967,0.345526413,3.832896738
7,CLBL,13,0,diverse,0,0,Brentwood,2,H,3,75,100,25,26,47.75,26.25,74,1.498472338,6.57,0.090722384,1.000069965,3.39862456,37.46442946,0.531303192,1.573619123,11.02340927,0.339862456,3.746442946
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,1,0,10,10,23,45,32,77,1.14761508,6.7,0.153062694,1.710533864,1.756570555,19.63034456,0.244665599,1.292927923,11.17538063,0.175657056,1.963034456
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,1,10,20,10,20,45,35,80,1.185743504,6.58,0.159274415,1.868434613,1.888586025,22.15484206,0.276136772,1.345468658,11.73091496,0.188858603,2.215484206
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,1,20,50,30,24,38.25,37.75,76,1.424791051,6.52,0.113730676,1.199557837,4.861273487,51.27357814,0.686750054,1.709893626,10.54735519,0.486127349,5.127357814
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,1,50,75,25,23.75,40,36.25,76.25,1.39300053,6.57,0.101441922,1.16665759,3.532716276,40.62886603,0.548108759,1.608834701,11.50074414,0.353271628,4.062886603
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,1,75,100,25,24.75,46.5,28.75,75.25,1.502613438,6.64,0.090328065,0.955896382,3.393204117,35.90856873,0.530609985,1.555198095,10.58249592,0.339320412,3.590856873
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,2,0,10,10,23,43.75,33.25,77,1.14761508,6.25,0.175054163,1.826507338,2.008947973,20.96127364,0.30296869,1.321417668,10.43395545,0.200894797,2.096127364
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,2,10,20,10,22.5,42.5,35,77.5,1.185743504,6.61,0.169290338,1.805821997,2.007349186,21.41241702,0.302622926,1.330665693,10.66701159,0.200734919,2.141241702
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,2,20,50,30,22.75,39.5,37.75,77.25,1.424791051,6.33,0.110225639,1.248000369,4.71145512,53.34419272,0.673155059,1.727087147,11.32223302,0.471145512,5.334419272
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,2,50,75,25,22.5,43.75,33.75,77.5,1.39300053,6.29,0.096768845,1.102403221,3.36997632,38.3912068,0.527626849,1.584231764,11.39212955,0.336997632,3.83912068
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,2,75,100,25,23.5,47.75,28.75,76.5,1.502613438,6.52,0.080833743,0.897504381,3.036546724,33.71505359,0.482379968,1.527823854,11.10309067,0.303654672,3.371505359
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,3,0,10,10,24,42.5,33.5,76,1.14761508,6.69,0.170405186,1.743341626,1.955595611,20.00685139,0.291279054,1.301178746,10.23056672,0.195559561,2.000685139
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,3,10,20,10,22.5,43.75,33.75,77.5,1.185743504,6.75,0.149887827,1.648270527,1.777285173,19.5442607,0.249757118,1.291019247,10.99669372,0.177728517,1.95442607
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,3,20,50,30,24,38.25,37.75,76,1.424791051,6.49,0.122713215,1.36829281,5.245220731,58.48594053,0.719763769,1.767051478,11.1503297,0.524522073,5.848594053
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,3,50,75,25,26.25,42.5,31.25,73.75,1.39300053,6.22,0.084688759,0.99409439,2.949287142,34.61935032,0.469717057,1.539318914,11.73820949,0.294928714,3.461935032
7,CLBL,13,12,diverse,1,2,Brentwood,2,R,3,75,100,25,29.5,43.5,27,70.5,1.502613438,6.02,0.079293008,0.774405388,2.97866848,29.09079855,0.47402217,1.463755643,9.766376737,0.297866848,2.909079855
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,1,0,10,10,28,43.25,28.75,72,1.104613287,6.43,0.363147415,3.901108052,4.011374594,43.09215788,0.60329322,1.634398242,10.7424916,0.401137459,4.309215788
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,1,10,20,10,24.25,48.25,27.5,75.75,1.276317451,6.39,0.104934736,1.173555115,1.339300342,14.97828873,0.12687798,1.175462198,11.18366677,0.133930034,1.497828873
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,1,20,50,30,28.25,40.25,31.5,71.75,1.579476302,6.29,0.087211288,0.899209739,4.132444883,42.6084142,0.61620707,1.629495371,10.31070357,0.413244488,4.26084142
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,1,50,75,25,25.5,45.75,28.75,74.5,1.684039088,6.6,0.069942999,0.742510786,2.94466861,31.26042967,0.469036427,1.494994943,10.61594149,0.294466861,3.126042967
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,1,75,100,25,27,51,22,73,1.286013686,6.41,0.06214669,0.650899123,1.998037358,20.9266295,0.300603604,1.320699285,10.47359271,0.199803736,2.09266295
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,2,0,10,10,26,43.5,30.5,74,1.104613287,6.54,0.268556686,3.427373744,2.96651284,37.85922577,0.472246232,1.578171728,12.76219852,0.296651284,3.785922577
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,2,10,20,10,25.5,46,28.5,74.5,1.276317451,6.6,0.095756253,1.034856181,1.222153762,13.20805003,0.087125849,1.120838705,10.80719173,0.122215376,1.320805003
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,2,20,50,30,23.25,46.5,30.25,76.75,1.579476302,6.43,0.084264373,0.864058688,3.992807399,40.94280664,0.601278362,1.61217761,10.25414015,0.39928074,4.094280664
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,2,50,75,25,25.25,44.75,30,74.75,1.684039088,6.27,0.084356661,0.87632409,3.551497863,36.89410053,0.550411558,1.566956927,10.3883212,0.355149786,3.689410053
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,2,75,100,25,28.25,51,20.75,71.75,1.286013686,6.53,0.071971563,0.891144471,2.31391038,28.65059965,0.364346534,1.457133716,12.38189686,0.231391038,2.865059965
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,3,0,10,10,28,40,32,72,1.104613287,6.51,0.315332962,3.007874155,3.483209796,33.22537757,0.541979633,1.521469925,9.538724201,0.34832098,3.322537757
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,3,10,20,10,28,42,30,72,1.276317451,6.49,0.090426247,0.913616902,1.154125976,11.66065196,0.062253216,1.066722833,10.10344815,0.115412598,1.166065196
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,3,20,50,30,27,42.25,30.75,73,1.579476302,6.02,0.081531475,0.917305486,3.86331097,43.46586831,0.586959667,1.63814836,11.25093699,0.386331097,4.346586831
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,3,50,75,25,29.25,43.25,27.5,70.75,1.684039088,6.11,0.091144025,0.958293009,3.837252511,40.34507211,0.584020379,1.605790496,10.51405191,0.383725251,4.034507211
8,Fong East,10,0,tomato,0,0,Brentwood,2,H,3,75,100,25,32,47.25,20.75,68,1.286013686,6.15,0.072406282,0.825631328,2.32788675,26.54432968,0.366961848,1.423971763,11.40275818,0.232788675,2.654432968
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,1,0,10,10,25.5,43.25,31.25,74.5,1.357977931,6.44,0.13591353,1.375714623,1.845675742,18.68190097,0.266155404,1.271421066,10.12198435,0.184567574,1.868190097
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,1,10,20,10,28,40.75,31.25,72,1.410903214,6.46,0.137084359,1.383916747,1.934127625,19.52572587,0.286485128,1.290607188,10.0953658,0.193412762,1.952572587
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,1,20,50,30,27,38.25,34.75,73,1.621670075,6.07,0.073404595,0.8362806,3.571141071,40.68513671,0.552807007,1.60943578,11.3927554,0.357114107,4.068513671
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,1,50,75,25,19.25,54.5,26.25,80.75,1.36782567,6.2,0.0498489,0.466524684,1.704615141,15.95311096,0.231626342,1.202845386,9.358775821,0.170461514,1.595311096
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,1,75,100,25,30.75,48.5,20.75,69.25,1.304042623,6.32,0.052376654,0.442188714,1.707534723,14.41582325,0.232369544,1.158839449,8.442477368,0.170753472,1.441582325
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,2,0,10,10,23.75,43.75,32.5,76.25,1.357977931,6.47,0.135990353,1.421026955,1.846718979,19.29723244,0.266400812,1.285495028,10.44946885,0.184671898,1.929723244
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,2,10,20,10,20.5,47,32.5,79.5,1.410903214,6.52,0.140866499,1.40451968,1.987489963,19.81641331,0.298304944,1.297025052,9.97057277,0.198748996,1.981641331
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,2,20,50,30,18.5,49,32.5,81.5,1.621670075,6.56,0.061541843,0.607054197,2.994016971,29.53324876,0.476254258,1.470311223,9.864088629,0.299401697,2.953324876
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,2,50,75,25,20.5,49.5,30,79.5,1.36782567,6.74,0.048165843,0.520496744,1.647061896,17.7987202,0.21670992,1.250388776,10.80634568,0.16470619,1.77987202
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,2,75,100,25,28.25,48.5,23.25,71.75,1.304042623,6.25,0.047462714,0.526738285,1.547335046,17.17222938,0.189584362,1.234826681,11.09793863,0.154733505,1.717222938
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,3,0,10,10,26,40.75,33.25,74,1.357977931,6.34,0.126400554,1.383598531,1.71649163,18.7889627,0.23464169,1.273902804,10.94614292,0.171649163,1.87889627
8,Fong East,10,6,tomato,0,2,Brentwood,2,R,3,10,20,10,28,44.5,27.5,72,1.410903214,6.29,0.080564518,0.855567121,1.136687377,12.07122401,0.055641037,1.081751309,10.61965167,0.113668738,1.207122401
