Site Name,Site,HR_age,Compost,Crops,Cover_Crop,Fallow,Soil_Type,Treatment,Location,Upper_Depth,Lower_Depth,Length,soil,sand,silt,clay,silt_clay,BD,pH,per_N,per_C,N_Mg_ha,C_Mg_ha,CN_ratio,log_N,log_C,profileC,POXc,EOC,EON,MBC,MBN,MB_CN_ratio,glucam,glucos,cell, GWC,Infiltration_Dry,Infiltration_Wet,SH_15,SSH_30,Macroagg,Microagg,Total_Agg
Gilmer,21,10,0,oat hay,1,0,4,R,1,0,10,10,Corning,35.25,55,9.75,64.75,1.341060021,5.12,0.090745677,0.964380145,1.216953994,12.93291657,10.62728471,0.08527416,1.111696476,58.47580453,228.53,18.8,10.6,95.60269058,47.31464873,2.020572764,0.420147906,2.122667157,0.426449413,0.095945946,57.55,120.22,50,100,29.9,22.9,52.8
Gilmer,21,10,0,oat hay,1,0,4,R,2,0,10,10,Corning,39.5,45.75,14.75,60.5,1.341060021,5.1,0.087999418,0.952975529,1.180125018,12.77997382,10.82933895,0.071928017,1.106529964,54.22167743,548.82,20.6,13.7,52.40717606,39.16470423,1.338122605,0.468315261,1.763482605,0.390667982,0.067017083,42.06,98.29,40,95,21.9,26.5,48.4
Gilmer,21,10,0,oat hay,1,0,4,R,3,0,10,10,Corning,44.5,43.5,12,55.5,1.341060021,5.01,0.081281327,0.87281871,1.090031378,11.70502277,10.73824388,0.037439,1.068372263,53.04910781,467.39,51.4,33.1,7.423412698,2.878571429,2.578853047,0.741090557,2.787429332,0.763362709,0.030769231,49.33,103.61,55,115,31.4,18.6,50
Muller Y,1,20,0,tomato,0,0,1,H,1,10,20,10,Yolo,13.5,65.25,21.25,86.5,1.546600005,6.32,0.093703344,1.051183223,1.44921592,16.25759978,11.21820396,0.161133096,1.211056428,91.09400586,708.8091121,16.1051227,8.717760736,51.53751534,17.78917178,2.897128432,0.106103387,0.225313784,0.04312431,0.109289618,17.81,16.68,60,140,NA,NA,NA
Muller Y,1,20,0,tomato,0,0,1,H,2,10,20,10,Yolo,12.25,64,23.75,87.75,1.546600005,6.52,0.093679313,0.901179781,1.448844259,13.93764653,9.619837634,0.161021704,1.144189446,115.1927447,509.474632,24.07263158,12.44526316,111.4326316,26.26105263,4.243265993,0.21446954,0.870938479,0.167143654,0.095238095,14.34,24.4,20,85,NA,NA,NA
Muller Y,1,20,0,tomato,0,0,1,H,3,10,20,10,Yolo,17.25,56.5,26.25,82.75,1.546600005,6.12,0.151125402,1.554624819,2.337305474,24.04382754,10.28698551,0.368715476,1.381003604,143.9518679,658.975492,14.42370597,7.90959418,43.18180704,20.44102603,2.112506827,0.100016871,0.280775151,0.053251511,0.104252401,13.99,40.35,50,100,NA,NA,NA
Muller Y,1,20,4,tomato,0,6,1,R,1,10,20,10,Yolo,16,56.5,27.5,84,1.47918087,6.67,0.083329001,0.736479445,1.232586636,10.89386306,8.838212864,0.090817455,1.037181912,70.26019725,635.2451968,18.32744083,8.535539941,25.01701183,12.30462278,2.033139275,0.061290544,0.153461384,0.027160764,0.09261745,NA,198.57,50,150,NA,NA,NA
Muller Y,1,20,4,tomato,0,6,1,R,2,10,20,10,Yolo,16,59,25,84,1.47918087,6.63,0.076080139,0.679907547,1.125362861,10.05706237,8.936728515,0.051292579,1.002471144,61.12316097,552.1891634,27.8826149,19.99184628,31.4833122,10.22096672,3.080267559,0.074603157,0.2576959,0.040553615,0.122392211,NA,178.32,20,100,NA,NA,NA
Muller Y,1,20,4,tomato,0,6,1,R,3,10,20,10,Yolo,18.5,60.25,21.25,81.5,1.47918087,6.57,0.074809279,0.64655972,1.106564546,9.563787693,8.642774369,0.043976751,0.980629927,60.98778504,611.5149015,26.37083054,16.14385067,38.07556208,10.88375839,3.498383621,0.088927192,0.170104692,0.032082493,0.147353362,NA,181.58,10,80,NA,NA,NA
Hrdy Y,2,23,0,wheat,0,0,1,H,1,10,20,10,Yolo,17.25,55.25,27.5,82.75,1.552508648,6.4,0.099588392,0.7659995,1.5461184,11.89220849,7.69165446,0.189242749,1.075262514,118.4213823,423.963944,19.23669368,11.92051864,36.62126418,7.616207455,4.808333333,0.075510224,0.081855621,0.041941027,0.133426966,10.34,22.71,30,110,NA,NA,NA
Hrdy Y,2,23,0,wheat,0,0,1,H,2,10,20,10,Yolo,16,55.25,28.75,84,1.552508648,7.02,0.070678159,0.698545628,1.097284528,10.84498129,9.883472347,0.040319256,1.035228807,107.3628824,250.8144138,25.56204236,23.502118,59.96110439,19.29295008,3.107928241,0.336721697,0.006283411,0.183805025,0.104336043,6.29,10.69,25,90,NA,NA,NA
Hrdy Y,2,23,0,wheat,0,0,1,H,3,10,20,10,Yolo,17.25,54,28.75,82.75,1.552508648,7.05,0.081258292,0.696816128,1.261542015,10.81813066,8.57532332,0.100901719,1.034152222,110.3165284,467.3926441,26.97699681,22.29009585,123.8664537,41.31373802,2.998190423,0.548369821,0.430449602,0.091377969,0.130555556,22.11,46.51,50,125,NA,NA,NA
Hrdy Y,2,23,0,wheat,0,4.5,1,R,1,10,20,10,Yolo,24.75,53.5,21.75,75.25,1.404565311,6.82,0.069243409,0.673224148,0.972568898,9.455872848,9.722573761,-0.012079623,0.975701624,102.6319431,284.76,13.58518433,10.134447,54.98286482,25.55667435,2.15140922,0.192796008,0.4181552,0.089879266,0.104539202,27.93,158.12,20,150,NA,NA,NA
Hrdy Y,2,23,0,wheat,0,4.5,1,R,2,10,20,10,Yolo,28.5,45.25,26.25,71.5,1.404565311,6.7,0.081856843,0.745988507,1.149732823,10.47789579,9.113331011,0.06059693,1.020274075,86.55971926,451.1068815,26.32536802,18.04011421,47.82044416,7.841598985,6.098302687,0.282484255,0.521777505,0.198915062,0.098398169,56.41,311.45,20,250,NA,NA,NA
Hrdy Y,2,23,0,wheat,0,4.5,1,R,3,10,20,10,Yolo,27.25,46.5,26.25,72.75,1.404565311,7,0.085487913,0.830825205,1.200733571,11.66948263,9.71862777,0.079446653,1.067051602,89.9727581,410.688,15.00957382,8.373409437,44.81645358,15.64637747,2.864334166,0.138546678,0.370712576,0.068551,0.104904632,21.37,57.32,15,165,NA,NA,NA
YO-1,3,10,0,tomato,0,0,1,H,1,10,20,10,Yolo,19.75,55.25,25,80.25,1.410578365,7.2,0.184583205,2.032309155,2.603690753,28.66731326,11.01026042,0.415589401,1.457386992,159.6527378,787.1190864,16.82482394,21.31346831,105.1399648,26.78001761,3.926060331,0.512372069,1.932408013,0.19862891,0.176811594,2.63,5.54,10,50,NA,NA,NA
YO-1,3,10,0,tomato,0,0,1,H,2,10,20,10,Yolo,17.25,57.75,25,82.75,1.410578365,7.3,0.199752593,2.063319615,2.817666867,29.1047401,10.32937585,0.449889645,1.463963725,162.7826562,758.6427321,19.31313149,18.14846021,106.9996713,31.13394464,3.436752796,0.35511972,1.356451604,0.294705077,0.167146974,1.81,2.5,0,70,NA,NA,NA
YO-1,3,10,0,tomato,0,0,1,H,3,10,20,10,Yolo,19.75,52.75,27.5,80.25,1.410578365,7.2,0.195164779,1.88693944,2.752952145,26.61675951,9.668442497,0.439798662,1.425155181,166.3271301,796.6112045,32.28420578,29.2866065,85.46543322,19.75830325,4.325545171,0.42626464,1.090395525,0.138603891,0.187683285,1.93,6.24,25,80,NA,NA,NA
YO-1,3,10,0,tomato,0,7,1,R,1,10,20,10,Yolo,13.5,59,27.5,86.5,1.365553115,7.1,0.149853992,1.149535483,2.046335857,15.69751759,7.671036765,0.310976914,1.195830978,127.8449751,822.7145292,18.97483456,22.4315625,109.3825184,28.29808824,3.865367776,0.660166085,0.914300622,0.156103089,0.192878338,6.14,49.51,0,75,NA,NA,NA
YO-1,3,10,0,tomato,0,7,1,R,2,10,20,10,Yolo,17.25,55.25,27.5,82.75,1.365553115,7,0.115859429,1.12062232,1.582122048,15.302693,9.67225823,0.199239983,1.184767865,119.2648618,787.1190864,15.88567619,16.032,71.78137143,13.59539048,5.27983154,0.209048344,0.681343508,0.127709757,0.214071856,4.13,50.32,0,60,NA,NA,NA
YO-1,3,10,0,tomato,0,7,1,R,3,10,20,10,Yolo,13.5,60.25,26.25,86.5,1.365553115,7.02,0.136088109,1.096781693,1.858355406,14.97713657,8.059349961,0.269128775,1.17542879,118.4050727,846.4448245,15.10636704,9.090168539,59.04531835,14.0085206,4.214957456,1.009191665,0.27352536,0.052395493,0.202985075,4.07,41.62,15,90,NA,NA,NA
FBF,4,10,0,diverse,0,0,1,H,1,10,20,10,Yolo,18.5,49,32.5,81.5,1.546448501,6.75,0.142258982,1.361994172,2.199961895,21.06253846,9.574046944,0.342415159,1.323510711,125.6849177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81,12.77,15,65,NA,NA,NA
FBF,4,10,0,diverse,0,0,1,H,2,10,20,10,Yolo,21,51.5,27.5,79,1.546448501,6.68,0.123473718,0.971419088,1.909457468,15.02249592,7.867415836,0.280909989,1.176742095,80.8711523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,18.81,20,50,NA,NA,NA
FBF,4,10,0,diverse,0,0,1,H,3,10,20,10,Yolo,21,49,30,79,1.546448501,6.72,0.155525512,1.376010226,2.40512195,21.27928952,8.847488802,0.381137102,1.327957123,107.0697086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,20.43,20,75,NA,NA,NA
FBF,4,10,24,diverse,1,2,1,R,1,10,20,10,Yolo,17.25,52.75,30,82.75,1.473777239,6.9,0.198349162,1.968465723,2.923224805,29.01079979,9.924245216,0.465862215,1.462559702,136.7212279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,10.31,5,70,NA,NA,NA
FBF,4,10,24,diverse,1,2,1,R,2,10,20,10,Yolo,16,51.5,32.5,84,1.473777239,6.88,0.220121421,2.40989648,3.244099403,35.51650581,10.94803253,0.511094153,1.550430232,144.0286097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,9.46,0,65,NA,NA,NA
FBF,4,10,24,diverse,1,2,1,R,3,10,20,10,Yolo,16,46.5,37.5,84,1.473777239,6.91,0.221424876,2.297606191,3.263309421,33.86159709,10.37645921,0.513658255,1.529707438,168.8775916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31,11.2,5,75,NA,NA,NA
Say Hay,5,19,0,tomato,0,0,1,H,1,10,20,10,Yolo,10,62,28,90,1.220816605,6.61,0.153099252,1.490615359,1.869061094,18.19767981,9.736268047,0.271623497,1.260016019,140.3636253,548.8214567,14.02182051,13.79479487,84.61484616,48.21905128,1.75480114,0.137004761,1.161150142,0.129221563,0.163090129,11.76,41.58,35,100,NA,NA,NA
Say Hay,5,19,0,tomato,0,0,1,H,2,10,20,10,Yolo,12.5,60.75,26.75,87.5,1.220816605,6.55,0.317048193,3.563211654,3.870576989,43.50027953,11.2387067,0.58777571,1.638492048,224.1774307,1205.680545,47.69395973,24.88200503,133.8198826,86.54584732,1.546231121,0.197511838,2.904914718,0.233296673,0.154609929,14.48,36.29,20,95,NA,NA,NA
Say Hay,5,19,0,tomato,0,0,1,H,3,10,20,10,Yolo,8.75,62,29.25,91.25,1.220816605,6.81,0.211921345,1.657175154,2.587170964,20.23106945,7.819765195,0.412825128,1.306018841,142.2133853,620.2903545,14.99123153,12.86955665,93.41763547,58.56985222,1.594978166,0.144720483,1.558891003,0.130205503,0.139830509,8.27,23.31,50,125,NA,NA,NA
Say Hay,5,19,0,tomato,0,7,1,R,1,10,20,10,Yolo,10,59.5,30.5,90,1.56988107,6.38,0.174161093,0.953344637,2.734122032,14.96637699,5.473924284,0.436817894,1.17511668,104.5665932,194.3462512,13.73658802,30.32984574,80.56422868,42.59202359,1.891533247,0.087395309,0.562892037,0.083319985,0.186115214,20.63,176.4,10,100,NA,NA,NA
Say Hay,5,19,0,tomato,0,7,1,R,2,10,20,10,Yolo,10,59.5,30.5,90,1.56988107,6.33,0.176451711,0.980130685,2.770082001,15.38688608,5.554668085,0.442492625,1.187150738,106.561228,179.8254295,15.10437736,48.21588679,86.49203774,70.21901887,1.2317466,0.07870941,0.436152797,0.080743771,0.204204204,26.77,274.13,5,90,NA,NA,NA
Say Hay,5,19,0,tomato,0,7,1,R,3,10,20,10,Yolo,11.25,58.25,30.5,88.75,1.56988107,6.34,0.174420635,1.037379594,2.738196533,16.28562586,5.947573763,0.437464616,1.211804453,105.788815,199.1865251,14.42924528,43.73943396,73.52641509,34.36669811,2.139466959,0.130204113,0.428067265,0.105838191,0.203007519,48.36,278.36,15,150,NA,NA,NA
Collins,6,9,0,tomato,0,0,1,H,1,10,20,10,Yolo,18,55.75,26.25,82,1.633689367,6.79,0.188338812,1.348968209,3.07687114,22.0379502,7.162454714,0.488109308,1.343171197,143.8433801,760.6582976,31.14911575,15.32307878,130.7119775,52.51912379,2.488845359,0.053977637,0.361603126,0.048046029,0.125175809,7.42,23.62,20,100,NA,NA,NA
Collins,6,9,0,tomato,0,0,1,H,2,10,20,10,Yolo,23.75,53.5,22.75,76.25,1.633689367,6.78,0.181132171,1.023406327,2.959137019,16.71928034,5.65005278,0.471165075,1.22321758,121.6179865,421.8391245,23.75752212,16.91557522,50.31327434,38.93929204,1.292095252,0.097046079,0.471474232,0.108238225,0.088709677,5.54,7.03,25,90,NA,NA,NA
Collins,6,9,0,tomato,0,0,1,H,3,10,20,10,Yolo,22,51,27,78,1.633689367,6.77,0.185604782,1.107503824,3.032205591,18.09317221,5.967000479,0.481758644,1.257514717,128.8882418,426.6793984,27.77795964,17.06997758,57.04864723,35.9686846,1.586064319,0.096813408,0.673730616,0.088437486,0.092265943,5.25,7.49,15,85,NA,NA,NA
Collins,6,9,0,tomato,0,7,1,R,1,10,20,10,Yolo,20,52.5,27.5,80,1.375148347,6.61,0.148297596,1.151329435,2.039311938,15.8324877,7.763641947,0.309483662,1.199549159,105.6570832,339.5544682,14.2752381,15.93428571,71.15333333,42.90619048,1.658346559,0.084300065,0.339909105,0.047231662,0.192307692,198.14,1078.26,50,175,NA,NA,NA
Collins,6,9,0,tomato,0,7,1,R,2,10,20,10,Yolo,22.5,51.25,26.25,77.5,1.375148347,6.53,0.113357412,1.043955587,1.558832573,14.35593801,9.209416235,0.192799472,1.157031574,100.7518659,455.7210418,13.46286101,15.35325812,64.26728339,39.54909747,1.625,0.122734526,0.461129101,0.05849275,0.195936139,191.38,1349.08,50,190,NA,NA,NA
Collins,6,9,0,tomato,0,7,1,R,3,10,20,10,Yolo,25,47.5,27.5,75,1.375148347,6.58,0.152354416,1.088517526,2.095099237,14.96873077,7.144640458,0.321204599,1.175184977,113.0532476,673.5333674,13.01538603,18.75801471,82.26145221,55.70411765,1.476757117,0.110652,0.688675711,0.097403925,0.192878338,177.91,926.1,30,200,NA,NA,NA
CLBL,7,13,0,diverse,0,0,2,H,1,10,20,10,Brentwood,22.5,43.75,33.75,77.5,1.342221549,6.28,0.134009853,1.455115659,1.798709131,19.53087594,10.85827364,0.254960939,1.290721721,165.5977304,708.8091121,17.69860601,10.66991653,36.45948247,8.822746244,4.132441472,0.097305642,0.516807424,0.08526741,0.152758133,NA,NA,NA,NA,NA,NA,NA
CLBL,7,13,0,diverse,0,0,2,H,2,10,20,10,Brentwood,20,47.5,32.5,80,1.342221549,6.74,0.116512597,1.343666435,1.563857178,18.03498044,11.53237053,0.194197088,1.256115676,177.0086538,438.2837462,39.47535176,26.06321608,76.43922111,14.0209799,5.45177453,0.090615448,1.303380436,0.133075492,0.145922747,NA,NA,NA,NA,NA,NA,NA
CLBL,7,13,0,diverse,0,0,2,H,3,10,20,10,Brentwood,23.75,40,36.25,76.25,1.342221549,6.68,0.124919412,1.454602959,1.676695272,19.52399437,11.64433079,0.22445414,1.290568674,182.0482087,549.8161339,27.63412969,15.96704778,72.95648464,36.14472696,2.018454441,0.140250519,0.864473245,0.098189656,0.160458453,NA,NA,NA,NA,NA,NA,NA
CLBL,7,13,12,diverse,1,2,2,R,1,10,20,10,Brentwood,20,45,35,80,1.185743504,6.58,0.159274415,1.868434613,1.888586025,22.15484206,11.73091496,0.276136772,1.345468658,169.5961995,694.5709349,32.17060773,21.81834254,114.6669613,32.92552486,3.48261605,0.223517051,2.476195954,0.301897654,0.191964286,NA,NA,NA,NA,NA,NA,NA
CLBL,7,13,12,diverse,1,2,2,R,2,10,20,10,Brentwood,22.5,42.5,35,77.5,1.185743504,6.61,0.169290338,1.805821997,2.007349186,21.41241702,10.66701159,0.302622926,1.330665693,167.8241438,497.6094844,22.7513465,14.24726212,104.9021544,35.25843806,2.975235438,0.159063048,1.366465593,0.171504189,0.186861314,NA,NA,NA,NA,NA,NA,NA
CLBL,7,13,12,diverse,1,2,2,R,3,10,20,10,Brentwood,22.5,43.75,33.75,77.5,1.185743504,6.75,0.149887827,1.648270527,1.777285173,19.5442607,10.99669372,0.249757118,1.291019247,161.7472015,801.3572635,17.64021467,9.203855098,79.27132379,18.22497317,4.34959893,0.151527043,0.677258051,0.108955256,0.179148311,NA,NA,NA,NA,NA,NA,NA
Fong East,8,10,0,tomato,0,0,2,H,1,10,20,10,Brentwood,24.25,48.25,27.5,75.75,1.276317451,6.39,0.104934736,1.173555115,1.339300342,14.97828873,11.18366677,0.12687798,1.175462198,152.86592,445.4028348,34.42491056,18.65115385,52.32464222,3.231726297,16.19092628,0.089459018,0.401615627,0.084224948,0.181551977,3.34,7.75,50,100,NA,NA,NA
Fong East,8,10,0,tomato,0,0,2,H,2,10,20,10,Brentwood,25.5,46,28.5,74.5,1.276317451,6.6,0.095756253,1.034856181,1.222153762,13.20805003,10.80719173,0.087125849,1.120838705,157.5547826,549.8161339,26.8875,15.95609524,86.06845238,9.844523809,8.742774566,0.396287151,1.657650388,0.200570015,0.121338912,2.49,8.17,15,80,NA,NA,NA
Fong East,8,10,0,tomato,0,0,2,H,3,10,20,10,Brentwood,28,42,30,72,1.276317451,6.49,0.090426247,0.913616902,1.154125976,11.66065196,10.10344815,0.062253216,1.066722833,155.2412996,616.2609606,20.74433384,8.937059725,42.85061256,1.378828484,31.07755102,0.067629872,0.311668476,0.041633008,0.111564626,18.71,25.25,30,100,NA,NA,NA
Fong East,8,10,6,tomato,0,2,2,R,1,10,20,10,Brentwood,28,40.75,31.25,72,1.410903214,6.46,0.137084359,1.383916747,1.934127625,19.52572587,10.0953658,0.286485128,1.290607188,109.2616978,687.4518463,20.45214286,11.95691964,86.08982143,11.1740625,7.704433498,0.152144896,0.608231895,0.094673844,0.182481752,8.76,22.41,5,120,NA,NA,NA
Fong East,8,10,6,tomato,0,2,2,R,2,10,20,10,Brentwood,20.5,47,32.5,79.5,1.410903214,6.52,0.140866499,1.40451968,1.987489963,19.81641331,9.97057277,0.298304944,1.297025052,103.6178441,711.1821416,26.6780705,13.54,122.0986456,24.12205009,5.061702682,0.284682639,0.98904058,0.181361725,0.203840473,7.57,20.43,0,100,NA,NA,NA
Fong East,8,10,6,tomato,0,2,2,R,3,10,20,10,Brentwood,28,44.5,27.5,72,1.410903214,6.29,0.080564518,0.855567121,1.136687377,12.07122401,10.61965167,0.055641037,1.081751309,133.2874098,552.1891634,21.25157459,10.76021179,121.3634346,19.56345304,6.203579418,0.128538035,0.553597133,0.148331953,0.200294551,6.99,31.28,0,150,NA,NA,NA
Fong West,9,10,0,tomato,0,0,2,H,1,10,20,10,Brentwood,25.5,42,32.5,74.5,1.388834179,6.6,0.122381956,1.583811159,1.69968243,21.99651071,12.9415415,0.230367785,1.342353795,201.9429834,618.6339901,19.93299832,12.40536013,106.1725293,36.91708543,2.875972685,0.220147288,0.734894127,0.15227757,0.147142857,1.82,7.46,25,75,NA,NA,NA
Fong West,9,10,0,tomato,0,0,2,H,2,10,20,10,Brentwood,25.5,43.25,31.25,74.5,1.388834179,6.57,0.137814589,1.751455446,1.914016118,24.32481187,12.7087811,0.281945591,1.38604949,173.5597337,673.2136692,23.27304422,17.76505102,72.05306122,16.63626701,4.331083481,0.113381007,0.738212726,0.078645431,0.153956835,15.99,17.63,40,100,NA,NA,NA
Fong West,9,10,0,tomato,0,0,2,H,3,10,20,10,Brentwood,23,44.5,32.5,77,1.388834179,6.6,0.139460531,1.561440155,1.936875528,21.68581456,11.19628714,0.287101712,1.33617574,182.3003631,611.5149015,29.33113158,25.80339474,128.5078158,34.44089474,3.7312566,0.407698456,2.0553324,0.353949048,0.175108538,4.4,6.28,15,85,NA,NA,NA
Fong West,9,10,6,tomato,0,2,2,R,1,10,20,10,Brentwood,23,43.25,33.75,77,1.438451632,6.59,0.16081584,1.642106379,2.313258081,23.62090602,10.21109846,0.364224088,1.373296552,153.5825143,611.5149015,27.34558226,32.69689464,112.264769,25.81663586,4.348543689,0.228830445,0.814353337,0.240692243,0.202064897,4.02,16.91,0,110,NA,NA,NA
Fong West,9,10,6,tomato,0,2,2,R,2,10,20,10,Brentwood,26.75,40.75,32.5,73.25,1.438451632,6.57,0.143626976,1.573258262,2.066004574,22.63055916,10.95377979,0.315131279,1.354695285,137.8420091,654.229433,32.12284895,35.63938815,107.3217017,23.39235182,4.587897043,0.227205794,0.805581222,0.202911168,0.219402985,6.79,21.3,10,150,NA,NA,NA
Fong West,9,10,6,tomato,0,2,2,R,3,10,20,10,Brentwood,20.5,45.75,33.75,79.5,1.438451632,6.48,0.15635973,1.751689306,2.249159095,25.19720342,11.20294401,0.352020177,1.401352342,150.3180676,725.4203187,17.91657559,15.3712204,54.04699453,5.381785064,10.04257768,0.121379561,0.550941674,0.049696614,0.192647059,10.52,23.95,0,120,NA,NA,NA
JRR,10,14,0,tomato,0,0,2,H,1,10,20,10,Brentwood,32.5,40.75,26.75,67.5,1.260409565,6.47,0.135826295,1.40815299,1.71196761,17.74849498,10.3673077,0.233495544,1.249161532,124.8914916,535.5779567,21.88656717,13.76679105,90.35223881,14.46243781,6.247372676,0.249778161,0.98411154,0.235005322,0.144680851,8.55,21.75,30,90,NA,NA,NA
JRR,10,14,0,tomato,0,0,2,H,2,10,20,10,Brentwood,31.25,43.25,25.5,68.75,1.260409565,6.49,0.101695566,1.134631121,1.281780638,14.30099918,11.15713466,0.107813707,1.155366382,135.5294414,419.29951,18.67030498,12.45263242,84.36211878,11.20218299,7.530864198,0.242839067,0.784571137,0.160863761,0.132311978,6.84,24,40,95,NA,NA,NA
JRR,10,14,0,tomato,0,0,2,H,3,10,20,10,Brentwood,32.5,42,25.5,67.5,1.260409565,6.3,0.090479314,1.093826757,1.140409923,13.78669706,12.08924685,0.057060988,1.139460233,140.7814018,471.5061596,26.40102964,29.49870515,85.55700468,6.410546022,13.34628975,0.216498659,1.391917294,0.127151304,0.11707989,11.69,22.24,30,75,NA,NA,NA
JRR,10,14,4,tomato,0,4.5,2,R,1,10,20,10,Brentwood,30,44.5,25.5,70,1.366891397,6.61,0.090820561,0.84519802,1.241418431,11.55293902,9.306240932,0.093918189,1.062692481,90.82052419,516.5937205,24.88071428,15.48336607,82.93571428,11.64758929,7.120418848,0.156038575,0.410075134,0.084608968,0.180087848,6.48,58.5,15,150,NA,NA,NA
JRR,10,14,4,tomato,0,4.5,2,R,2,10,20,10,Brentwood,30,44.5,25.5,70,1.366891397,6.64,0.070448206,0.609967675,0.962950469,8.337595679,8.658384773,-0.016396051,0.921040831,77.96835072,706.2504943,19.96075269,17.86769713,92.85555556,18.03342294,5.149081007,0.220424822,0.620107548,0.143712505,0.18540146,10.35,50.82,15,140,NA,NA,NA
JRR,10,14,4,tomato,0,4.5,2,R,3,10,20,10,Brentwood,27.5,45.75,26.75,72.5,1.366891397,6.47,0.08047103,0.683103179,1.099951582,9.337278583,8.488808721,0.041373569,0.970220316,90.46285109,581.3929817,20.52882813,10.52155382,52.31735243,8.77905382,5.959338387,0.123602141,0.248652664,0.065054832,0.173601148,11.56,53.1,35,145,NA,NA,NA
Muller B,11,16,0,tomato,0,0,2,H,1,10,20,10,Brentwood,18,48.5,33.5,82,1.481200919,6.92,0.163046137,1.673617592,2.415040877,24.78963916,10.26468719,0.382924486,1.394270205,165.4178326,756.2697026,20.47396721,11.13068852,71.21783607,15.18137705,4.691131498,0.117541879,0.603302724,0.089580015,0.138418079,15.34,35.48,25,80,NA,NA,NA
Muller B,11,16,0,tomato,0,0,2,H,2,10,20,10,Brentwood,20.5,44.75,34.75,79.5,1.481200919,6.69,0.145695221,1.700662042,2.158038952,25.1902218,11.67273732,0.334059279,1.401231991,181.0276516,564.054311,21.87406549,15.25091054,105.6344808,25.52448882,4.138554217,0.259828378,1.440662655,0.164040992,0.122019635,12.65,29.13,15,80,NA,NA,NA
Muller B,11,16,0,tomato,0,0,2,H,3,10,20,10,Brentwood,18,47.25,34.75,82,1.481200919,6.57,0.152208686,1.606209877,2.254516449,23.79119546,10.55268214,0.353053408,1.376416265,150.7620763,706.4360825,39.2705431,28.87593104,409.8369569,95.37734483,4.297005307,0.183444029,0.818153461,0.144028654,0.170243205,43.76,48.64,5,65,NA,NA,NA
Muller B,11,16,4,tomato,0,6,2,R,1,10,20,10,Brentwood,15.5,48.5,36,84.5,1.526323763,6.72,0.120847301,1.115283163,1.844521075,17.02283195,9.228862809,0.265883622,1.231031812,130.792739,696.9439644,21.68720907,11.10031558,62.92995069,18.64567061,3.375043569,0.096042379,0.371585496,0.069936147,0.230652504,110.38,648.06,65,90,NA,NA,NA
Muller B,11,16,4,tomato,0,6,2,R,2,10,20,10,Brentwood,20.5,42.25,37.25,79.5,1.526323763,6.57,0.112658811,1.086304392,1.719538207,16.58052208,9.642427259,0.23541183,1.219598201,120.717482,647.1103444,83.34117647,37.56176471,11.97058824,37.04411765,0.323144105,0.082243611,0.243906843,0.036404923,0.227272727,78.77,492.74,65,90,NA,NA,NA
Muller B,11,16,4,tomato,0,6,2,R,3,10,20,10,Brentwood,15.5,49.75,34.75,84.5,1.526323763,6.55,0.09466492,1.035318875,1.444893177,15.80231801,10.93666872,0.15983574,1.198720797,111.4176109,649.4833739,58.60894434,21.46306142,8.219078695,26.94244722,0.305060584,0.055065697,0.169726393,0.041804229,0.218890555,87.6,665.45,60,110,NA,NA,NA
Hrdy B,12,23,0,wheat,0,0,2,H,1,10,20,10,Brentwood,22.5,45,32.5,77.5,1.642931091,6.31,0.081515687,0.873109831,1.33924656,14.34459287,10.71094248,0.126860539,1.156688227,112.4966141,822.7145292,19.89667151,19.47261628,47.66946221,9.934200581,4.798520205,0.952259182,0.379258362,0.085919503,0.115681234,31.43,52.56,50,125,NA,NA,NA
Hrdy B,12,23,0,wheat,0,0,2,H,2,10,20,10,Brentwood,22.5,43.75,33.75,77.5,1.642931091,6.3,0.085655734,0.743019626,1.407264678,12.20730045,8.67448792,0.148375787,1.086619634,112.180279,22.24846854,20.94435153,16.12424915,42.0012116,9.000682593,4.666447368,0.104391461,0.588576212,0.068973295,0.155619597,6.42,49.29,40,175,NA,NA,NA
Hrdy B,12,23,0,wheat,0,0,2,H,3,10,20,10,Brentwood,20,47.5,32.5,80,1.642931091,6.24,0.088730124,0.75559055,1.457774789,12.41383207,8.515603487,0.163690435,1.093905866,112.9927671,234.2032071,16.91003356,10.99419463,39.45080537,9.034127517,4.366863905,0.109328542,0.376490112,0.235375045,0.15819209,15.77,32.86,20,140,NA,NA,NA
Hrdy B,12,23,0,wheat,0,4.5,2,R,1,10,20,10,Brentwood,20,46.25,33.75,80,1.423276014,6.7,0.094858476,0.797765688,1.350097931,11.35440769,8.41006228,0.130365272,1.055164484,75.09926672,284.0368271,16.7841203,10.12138346,41.43181955,8.538706767,4.852235904,0.228795365,0.495035149,0.099641612,0.096467391,9.42,53.68,25,185,NA,NA,NA
